"ttl","ttl href"
"ЗАКОН ЗА АДМИНИСТРАТИВНО-ТЕРИТОРИАЛНОТО УСТРОЙСТВО НА РЕПУБЛИКА БЪЛГАРИЯ","https://www.ciela.net/svobodna-zona-normativi/view/2133622784/zakon-za-administrativno-teritorialnoto-ustroystvo-na-republika-balgariya"
"ЗАКОН ЗА СПЕЦИАЛНИТЕ РАЗУЗНАВАТЕЛНИ СРЕДСТВА","https://www.ciela.net/svobodna-zona-normativi/view/2134163459/zakon-za-spetsialnite-razuznavatelni-sredstva"
"ЗАКОН ЗА ИНФОРМАЦИЯ ОТНОСНО НЕОБСЛУЖВАНИ КРЕДИТИ","https://www.ciela.net/svobodna-zona-normativi/view/2134163457/zakon-za-informatsiya-otnosno-neobsluzhvani-krediti"
"ЗАКОН ЗА НАЦИОНАЛНИЯ АРХИВЕН ФОНД","https://www.ciela.net/svobodna-zona-normativi/view/2135557636/zakon-za-natsionalniya-arhiven-fond"
"ЗАКОН ЗА ИКОНОМИЧЕСКИ И СОЦИАЛЕН СЪВЕТ","https://www.ciela.net/svobodna-zona-normativi/view/2135184392/zakon-za-ikonomicheski-i-sotsialen-savet"
"ЗАКОН ЗА УСТРОЙСТВОТО НА ЧЕРНОМОРСКОТО КРАЙБРЕЖИЕ","https://www.ciela.net/svobodna-zona-normativi/view/2135555697/zakon-za-ustroystvoto-na-chernomorskoto-kraybrezhie"
"ЗАКОН ЗА ЧИСТОТАТА НА АТМОСФЕРНИЯ ВЪЗДУХ","https://www.ciela.net/svobodna-zona-normativi/view/2133875712/zakon-za-chistotata-na-atmosferniya-vazduh"
"ЗАКОН ЗА ИЗПЪЛНЕНИЕ НА РЕГЛАМЕНТ НА СЪВЕТА (ЕО) № 1236/2005 ОТНОСНО ТЪРГОВИЯТА С НЯКОИ СТОКИ, КОИТО БИХА МОГЛИ ДА БЪДАТ ИЗПОЛЗВАНИ С ЦЕЛ ПРИЛАГАНЕ НА СМЪРТНО НАКАЗАНИЕ, ИЗТЕЗАНИЯ ИЛИ ДРУГИ ФОРМИ НА ЖЕСТОКО, НЕЧОВЕШКО ИЛИ УНИЗИТЕЛНО ОТНАСЯНЕ ИЛИ НАКАЗ","https://www.ciela.net/svobodna-zona-normativi/view/2135581335/zakon-za-izpalnenie-na-reglament-na-saveta-(eo)-%E2%84%96-1236/2005-otnosno-targoviyata-s-nyakoi-stoki-koito-biha-mogli-da-badat-izpolzvani-s-tsel-prilagane-na-smartno-nakazanie-iztezaniya-ili-drugi-formi-na-zhestoko-nechoveshko-ili-unizitelno-otnasyane-ili-nakaz"
"ЗАКОН ЗА БЪЛГАРИТЕ, ЖИВЕЕЩИ ИЗВЪН РЕПУБЛИКА БЪЛГАРИЯ","https://www.ciela.net/svobodna-zona-normativi/view/2134916612/zakon-za-balgarite-zhiveeshti-izvan-republika-balgariya"
"ЗАКОН ЗА ВЪЗСТАНОВЯВАНЕ НА СОБСТВЕНОСТТА ВЪРХУ ГОРИТЕ И ЗЕМИТЕ ОТ ГОРСКИЯ ФОНД","https://www.ciela.net/svobodna-zona-normativi/view/2134171136/zakon-za-vazstanovyavane-na-sobstvenostta-varhu-gorite-i-zemite-ot-gorskiya-fond"
"ЗАКОН ЗА ЗАНАЯТИТЕ","https://www.ciela.net/svobodna-zona-normativi/view/2135184905/zakon-za-zanayatite"
"ЗАКОН ЗА КРЪВТА, КРЪВОДАРЯВАНЕТО И КРЪВОПРЕЛИВАНЕТО","https://www.ciela.net/svobodna-zona-normativi/view/2135474551/zakon-za-kravta-kravodaryavaneto-i-kravoprelivaneto"
"ЗАКОН ЗА ЕЛЕКТРОННАТА ТЪРГОВИЯ","https://www.ciela.net/svobodna-zona-normativi/view/2135530547/zakon-za-elektronnata-targoviya"
"ЗАКОН ЗА ОПРОЩАВАНЕ НА ЗАДЪЛЖЕНИЯ КЪМ ДЪРЖАВАТА","https://www.ciela.net/svobodna-zona-normativi/view/2125500929/zakon-za-oproshtavane-na-zadalzheniya-kam-darzhavata"
"ЗАКОН ЗА ЗАБРАНА НА ХИМИЧЕСКОТО ОРЪЖИЕ И ЗА КОНТРОЛ НА ТОКСИЧНИТЕ ХИМИЧЕСКИ ВЕЩЕСТВА И ТЕХНИТЕ ПРЕКУРСОРИ","https://www.ciela.net/svobodna-zona-normativi/view/2134905344/zakon-za-zabrana-na-himicheskoto-orazhie-i-za-kontrol-na-toksichnite-himicheski-veshtestva-i-tehnite-prekursori"
"ЗАКОН ЗА ИЗПЪЛНЕНИЕ НА НАКАЗАНИЯТА И ЗАДЪРЖАНЕТО ПОД СТРАЖА","https://www.ciela.net/svobodna-zona-normativi/view/2135627067/zakon-za-izpalnenie-na-nakazaniyata-i-zadarzhaneto-pod-strazha"
"ЗАКОН ЗА ЗАДЪЛЖЕНИЯТА И ДОГОВОРИТЕ","https://www.ciela.net/svobodna-zona-normativi/view/2121934337/zakon-za-zadalzheniyata-i-dogovorite"
"ЗАКОН ЗА ПОДПОМАГАНЕ НА ЗЕМЕДЕЛСКИТЕ ПРОИЗВОДИТЕЛИ","https://www.ciela.net/svobodna-zona-normativi/view/2134406656/zakon-za-podpomagane-na-zemedelskite-proizvoditeli"
"ЗАКОН ЗА ПРАВНАТА ПОМОЩ","https://www.ciela.net/svobodna-zona-normativi/view/2135511185/zakon-za-pravnata-pomosht"
"ЗАКОН ЗА НЯКОИ ПРАВА НА ЛИЦАТА, КОИТО СА БИЛИ ПРЕЗИДЕНТИ НА РЕПУБЛИКА БЪЛГАРИЯ","https://www.ciela.net/svobodna-zona-normativi/view/2135468702/zakon-za-nyakoi-prava-na-litsata-koito-sa-bili-prezidenti-na-republika-balgariya"
"ЗАКОН ЗА ЗАЩИТА НА РАСТЕНИЯТА","https://www.ciela.net/svobodna-zona-normativi/view/2134161408/zakon-za-zashtita-na-rasteniyata"
"ЗАКОН ЗА ДЪРЖАВНИТЕ РЕЗЕРВИ И ВОЕННОВРЕМЕННИТЕ ЗАПАСИ","https://www.ciela.net/svobodna-zona-normativi/view/2135462883/zakon-za-darzhavnite-rezervi-i-voennovremennite-zapasi"
"ЗАКОН ЗА ПРОМИШЛЕНИЯ ДИЗАЙН","https://www.ciela.net/svobodna-zona-normativi/view/2134680577/zakon-za-promishleniya-dizayn"
"ЗАКОН ЗА ТЪРГОВСКИЯ РЕГИСТЪР И РЕГИСТЪРА НА ЮРИДИЧЕСКИТЕ ЛИЦА С НЕСТОПАНСКА ЦЕЛ (ЗАГЛ. ИЗМ. - ДВ, БР. 74 ОТ 2016 Г., В СИЛА ОТ 01.01.2018 Г.)","https://www.ciela.net/svobodna-zona-normativi/view/2135522741/zakon-za-targovskiya-registar-i-registara-na-yuridicheskite-litsa-s-nestopanska-tsel-(zagl-izm---dv-br-74-ot-2016-g-v-sila-ot-01012018-g)"
"ЗАКОН ЗА ОТГОВОРНОСТТА НА ДЪРЖАВАТА И ОБЩИНИТЕ ЗА ВРЕДИ (ЗАГЛ. ИЗМ. - ДВ, БР. 30 ОТ 11.04.2006 Г., В СИЛА ОТ 12.07.2006 Г.)","https://www.ciela.net/svobodna-zona-normativi/view/2131785730/zakon-za-otgovornostta-na-darzhavata-i-obshtinite-za-vredi-(zagl-izm---dv-br-30-ot-11042006-g-v-sila-ot-12072006-g)"
"ЗАКОН ЗА КОМИСИЯТА ЗА ФИНАНСОВ НАДЗОР","https://www.ciela.net/svobodna-zona-normativi/view/2135462849/zakon-za-komisiyata-za-finansov-nadzor"
"ЗАКОН ЗА СЪБРАНИЯТА, МИТИНГИТЕ И МАНИФЕСТАЦИИТЕ","https://www.ciela.net/svobodna-zona-normativi/view/2132284419/zakon-za-sabraniyata-mitingite-i-manifestatsiite"
"ЗАКОН ЗА УБЕЖИЩЕТО И БЕЖАНЦИТЕ","https://www.ciela.net/svobodna-zona-normativi/view/2135453184/zakon-za-ubezhishteto-i-bezhantsite"
"ЗАКОН ЗА ""ДЪРЖАВЕН ВЕСТНИК""","https://www.ciela.net/svobodna-zona-normativi/view/2133636096/zakon-za-"
"ЗАКОН ЗА АМНИСТИЯ ОТ 1989 Г.","https://www.ciela.net/svobodna-zona-normativi/view/2132064256/zakon-za-amnistiya-ot-1989-g"
"ЗАКОН ЗА ПЪТИЩАТА","https://www.ciela.net/svobodna-zona-normativi/view/2134914560/zakon-za-patishtata"
"ЗАКОН ЗА ОБЯВЯВАНЕ НА КОМУНИСТИЧЕСКИЯ РЕЖИМ В БЪЛГАРИЯ ЗА ПРЕСТЪПЕН","https://www.ciela.net/svobodna-zona-normativi/view/2134920192/zakon-za-obyavyavane-na-komunisticheskiya-rezhim-v-balgariya-za-prestapen"
"ЗАКОН ЗА МИТНИЦИТЕ","https://www.ciela.net/svobodna-zona-normativi/view/2134384640/zakon-za-mitnitsite"
"ЗАКОН ЗА ГАРАНТИРАНИТЕ ВЗЕМАНИЯ НА РАБОТНИЦИТЕ И СЛУЖИТЕЛИТЕ ПРИ НЕСЪСТОЯТЕЛНОСТ НА РАБОТОДАТЕЛЯ","https://www.ciela.net/svobodna-zona-normativi/view/2135484022/zakon-za-garantiranite-vzemaniya-na-rabotnitsite-i-sluzhitelite-pri-nesastoyatelnost-na-rabotodatelya"
"ЗАКОН ЗА РАДИОТО И ТЕЛЕВИЗИЯТА","https://www.ciela.net/svobodna-zona-normativi/view/2134447616/zakon-za-radioto-i-televiziyata"
"ЗАКОН ЗА ВЕТЕРАНИТЕ ОТ ВОЙНИТЕ НА РЕПУБЛИКА БЪЛГАРИЯ (ЗАГЛ. ДОП. - ДВ, БР. 105 ОТ 2016 Г.)","https://www.ciela.net/svobodna-zona-normativi/view/2134454784/zakon-za-veteranite-ot-voynite-na-republika-balgariya-(zagl-dop---dv-br-105-ot-2016-g)"
"ЗАКОН ЗА ЕЛЕКТРОННОТО УПРАВЛЕНИЕ","https://www.ciela.net/svobodna-zona-normativi/view/2135555445/zakon-za-elektronnoto-upravlenie"
"ЗАКОН ЗА МЕДИЦИНСКИТЕ ИЗДЕЛИЯ","https://www.ciela.net/svobodna-zona-normativi/view/2135555444/zakon-za-meditsinskite-izdeliya"
"ЗАКОН ЗА УРЕЖДАНЕ НА ЗАДЪЛЖЕНИЯ НА ""БУЛГАРГАЗ"" - ЕАД, КЪМ ДЪРЖАВАТА","https://www.ciela.net/svobodna-zona-normativi/view/2134682624/zakon-za-urezhdane-na-zadalzheniya-na-"
"ЗАКОН ЗА ИМУЩЕСТВОТО НА БЪЛГАРСКАТА КОМУНИСТИЧЕСКА ПАРТИЯ, БЪЛГАРСКИЯ ЗЕМЕДЕЛСКИ НАРОДЕН СЪЮЗ, ОТЕЧЕСТВЕНИЯ ФРОНТ, ДИМИТРОВСКИЯ КОМУНИСТИЧЕСКИ МЛАДЕЖКИ СЪЮЗ, СЪЮЗА НА АКТИВНИТЕ БОРЦИ ПРОТИВ ФАШИЗМА И КАПИТАЛИЗМА И БЪЛГАРСКИТЕ ПРОФЕСИОНАЛНИ СЪЮЗИ","https://www.ciela.net/svobodna-zona-normativi/view/2132595202/zakon-za-imushtestvoto-na-balgarskata-komunisticheska-partiya-balgarskiya-zemedelski-naroden-sayuz-otechestveniya-front-dimitrovskiya-komunisticheski-mladezhki-sayuz-sayuza-na-aktivnite-bortsi-protiv-fashizma-i-kapitalizma-i-balgarskite-profesionalni-sayuzi"
"ЗАКОН ЗА ВЪЗСТАНОВЯВАНЕ СОБСТВЕНОСТТА ВЪРХУ НЯКОИ МАГАЗИНИ, РАБОТИЛНИЦИ, СКЛАДОВЕ И АТЕЛИЕТА","https://www.ciela.net/svobodna-zona-normativi/view/2132595201/zakon-za-vazstanovyavane-sobstvenostta-varhu-nyakoi-magazini-rabotilnitsi-skladove-i-atelieta"
"ЗАКОН ЗА ПОЛИТИЧЕСКИТЕ ПАРТИИ","https://www.ciela.net/svobodna-zona-normativi/view/2135501352/zakon-za-politicheskite-partii"
"ЗАКОН ЗА АМНИСТИЯ ОТ 2002 Г.","https://www.ciela.net/svobodna-zona-normativi/view/2135456937/zakon-za-amnistiya-ot-2002-g"
"ЗАКОН ЗА СДРУЖЕНИЯ ЗА НАПОЯВАНЕ","https://www.ciela.net/svobodna-zona-normativi/view/2135180801/zakon-za-sdruzheniya-za-napoyavane"
"ЗАКОН ЗА ЕЛЕКТРОННИЯ ДОКУМЕНТ И ЕЛЕКТРОННИТЕ УДОСТОВЕРИТЕЛНИ УСЛУГИ (ЗАГЛ. ИЗМ. - ДВ, БР. 85 ОТ 2017 Г.)","https://www.ciela.net/svobodna-zona-normativi/view/2135180800/zakon-za-elektronniya-dokument-i-elektronnite-udostoveritelni-uslugi-(zagl-izm---dv-br-85-ot-2017-g)"
"ЗАКОН ЗА УРЕЖДАНЕ НА СТАРИ ЗАДЪЛЖЕНИЯ ПО БАНКОВИ КРЕДИТИ","https://www.ciela.net/svobodna-zona-normativi/view/2132552704/zakon-za-urezhdane-na-stari-zadalzheniya-po-bankovi-krediti"
"ЗАКОН ЗА ГЕОДЕЗИЯТА И КАРТОГРАФИЯТА","https://www.ciela.net/svobodna-zona-normativi/view/2135520647/zakon-za-geodeziyata-i-kartografiyata"
"ЗАКОН ЗА НОРМАТИВНИТЕ АКТОВЕ","https://www.ciela.net/svobodna-zona-normativi/view/2127837184/zakon-za-normativnite-aktove"
"ЗАКОН ЗА РЕГУЛИРАНЕ НА ВОДОСНАБДИТЕЛНИТЕ И КАНАЛИЗАЦИОННИТЕ УСЛУГИ","https://www.ciela.net/svobodna-zona-normativi/view/2135499390/zakon-za-regulirane-na-vodosnabditelnite-i-kanalizatsionnite-uslugi"
"ЗАКОН ЗА МЕСТНИТЕ ДАНЪЦИ И ТАКСИ","https://www.ciela.net/svobodna-zona-normativi/view/2134174720/zakon-za-mestnite-danatsi-i-taksi"
"ЗАКОН ЗА АМНИСТИЯ ОТ 1950 Г.","https://www.ciela.net/svobodna-zona-normativi/view/2121930240/zakon-za-amnistiya-ot-1950-g"
"ЗАКОН ЗА ТЕРИТОРИАЛНОТО ДЕЛЕНИЕ НА СТОЛИЧНАТА ОБЩИНА И ГОЛЕМИТЕ ГРАДОВЕ","https://www.ciela.net/svobodna-zona-normativi/view/2133624321/zakon-za-teritorialnoto-delenie-na-stolichnata-obshtina-i-golemite-gradove"
"ЗАКОН ЗА КОНСТИТУЦИОНЕН СЪД","https://www.ciela.net/svobodna-zona-normativi/view/2132575745/zakon-za-konstitutsionen-sad"
"ЗАКОН ЗА УРЕЖДАНЕ НА КОЛЕКТИВНИТЕ ТРУДОВИ СПОРОВЕ","https://www.ciela.net/svobodna-zona-normativi/view/2132290049/zakon-za-urezhdane-na-kolektivnite-trudovi-sporove"
"ЗАКОН ЗА СЧЕТОВОДСТВОТО ОТ 2001 Г.","https://www.ciela.net/svobodna-zona-normativi/view/2135213569/zakon-za-schetovodstvoto-ot-2001-g"
"ЗАКОН СРЕЩУ ПАЗАРНИТЕ ЗЛОУПОТРЕБИ С ФИНАНСОВИ ИНСТРУМЕНТИ","https://www.ciela.net/svobodna-zona-normativi/view/2135536081/zakon-sreshtu-pazarnite-zloupotrebi-s-finansovi-instrumenti"
"ЗАКОН ЗА ЗАЩИТА НА ЛИЦА, ЗАСТРАШЕНИ ВЪВ ВРЪЗКА С НАКАЗАТЕЛНО ПРОИЗВОДСТВО","https://www.ciela.net/svobodna-zona-normativi/view/2135495492/zakon-za-zashtita-na-litsa-zastrasheni-vav-vrazka-s-nakazatelno-proizvodstvo"
"ЗАКОН ЗА НАРОДНАТА ПРОСВЕТА ОТ 1991 Г.","https://www.ciela.net/svobodna-zona-normativi/view/2132585473/zakon-za-narodnata-prosveta-ot-1991-g"
"ЗАКОН ЗА ПЧЕЛАРСТВОТО","https://www.ciela.net/svobodna-zona-normativi/view/2135468444/zakon-za-pchelarstvoto"
"ЗАКОН ЗА ЗАКРИЛА НА ДЕТЕТО","https://www.ciela.net/svobodna-zona-normativi/view/2134925825/zakon-za-zakrila-na-deteto"
"ЗАКОН ЗА ЛЕКАРСТВЕНИТЕ ПРОДУКТИ В ХУМАННАТА МЕДИЦИНА","https://www.ciela.net/svobodna-zona-normativi/view/2135549536/zakon-za-lekarstvenite-produkti-v-humannata-meditsina"
"ЗАКОН ЗА ТОПОЛОГИЯТА НА ИНТЕГРАЛНИТЕ СХЕМИ","https://www.ciela.net/svobodna-zona-normativi/view/2134680578/zakon-za-topologiyata-na-integralnite-shemi"
"ЗАКОН ЗА МАРКИТЕ И ГЕОГРАФСКИТЕ ОЗНАЧЕНИЯ ОТ 1999 Г.","https://www.ciela.net/svobodna-zona-normativi/view/2134680576/zakon-za-markite-i-geografskite-oznacheniya-ot-1999-g"
"ЗАКОН ЗА ЗАКРИВАНЕ НА СОЦИАЛНОИНВЕСТИЦИОННИЯ ФОНД","https://www.ciela.net/svobodna-zona-normativi/view/2135668988/zakon-za-zakrivane-na-sotsialnoinvestitsionniya-fond"
"ЗАКОН ЗА ЖЕЛЕЗОПЪТНИЯ ТРАНСПОРТ","https://www.ciela.net/svobodna-zona-normativi/view/2134950912/zakon-za-zhelezopatniya-transport"
"ЗАКОН ЗА МЕДИАЦИЯТА","https://www.ciela.net/svobodna-zona-normativi/view/2135496713/zakon-za-mediatsiyata"
"ЗАКОН ЗА ИЗМЕРВАНИЯТА","https://www.ciela.net/svobodna-zona-normativi/view/2135449088/zakon-za-izmervaniyata"
"ЗАКОН ЗА БЮДЖЕТА НА НАЦИОНАЛНАТА ЗДРАВНООСИГУРИТЕЛНА КАСА ЗА 2011 Г.","https://www.ciela.net/svobodna-zona-normativi/view/2135708281/zakon-za-byudzheta-na-natsionalnata-zdravnoosiguritelna-kasa-za-2011-g"
"ЗАКОН ЗА АМНИСТИЯ И ВРЪЩАНЕ НА ОТНЕТИ ИМУЩЕСТВА","https://www.ciela.net/svobodna-zona-normativi/view/2132541953/zakon-za-amnistiya-i-vrashtane-na-otneti-imushtestva"
"ЗАКОН ЗА УСТАНОВЯВАНЕ НА ТРУДОВ И ОСИГУРИТЕЛЕН СТАЖ ПО СЪДЕБЕН РЕД","https://www.ciela.net/svobodna-zona-normativi/view/2135725118/zakon-za-ustanovyavane-na-trudov-i-osiguritelen-stazh-po-sadeben-red"
"ЗАКОН ЗА ЖИЛИЩНОСТРОИТЕЛНИТЕ КООПЕРАЦИИ","https://www.ciela.net/svobodna-zona-normativi/view/2129161729/zakon-za-zhilishtnostroitelnite-kooperatsii"
"ЗАКОН ЗА ЛЕЧЕБНИТЕ РАСТЕНИЯ","https://www.ciela.net/svobodna-zona-normativi/view/2134916096/zakon-za-lechebnite-rasteniya"
"ЗАКОН ЗА ЗАЩИТА ОТ ДИСКРИМИНАЦИЯ (ЗАГЛ. ИЗМ. - ДВ, БР. 68 ОТ 2006 Г.)","https://www.ciela.net/svobodna-zona-normativi/view/2135472223/zakon-za-zashtita-ot-diskriminatsiya-(zagl-izm---dv-br-68-ot-2006-g)"
"ЗАКОН ЗА ОГРАНИЧАВАНЕ НА АДМИНИСТРАТИВНОТО РЕГУЛИРАНЕ И АДМИНИСТРАТИВНИЯ КОНТРОЛ ВЪРХУ СТОПАНСКАТА ДЕЙНОСТ","https://www.ciela.net/svobodna-zona-normativi/view/2135468357/zakon-za-ogranichavane-na-administrativnoto-regulirane-i-administrativniya-kontrol-varhu-stopanskata-deynost"
"ЗАКОН ЗА ЛЕЧЕБНИТЕ ЗАВЕДЕНИЯ","https://www.ciela.net/svobodna-zona-normativi/view/2134670848/zakon-za-lechebnite-zavedeniya"
"ЗАКОН ЗА ЛОВА И ОПАЗВАНЕ НА ДИВЕЧА","https://www.ciela.net/svobodna-zona-normativi/view/2134941184/zakon-za-lova-i-opazvane-na-divecha"
"ЗАКОН ЗА УРЕЖДАНЕ ПРАВАТА НА ГРАЖДАНИ С МНОГОГОДИШНИ ЖИЛИЩНО-СПЕСТОВНИ ВЛОГОВЕ (ЗАГЛ. ИЗМ. - ДВ, БР. 100 ОТ 2008 Г., В СИЛА ОТ 21.11.2008 Г.)","https://www.ciela.net/svobodna-zona-normativi/view/2132583427/zakon-za-urezhdane-pravata-na-grazhdani-s-mnogogodishni-zhilishtno-spestovni-vlogove-(zagl-izm---dv-br-100-ot-2008-g-v-sila-ot-21112008-g)"
"ЗАКОН ЗА ПРЕДОТВРАТЯВАНЕ И УСТАНОВЯВАНЕ НА КОНФЛИКТ НА ИНТЕРЕСИ (ЗАГЛ. ИЗМ. - ДВ, БР. 97 ОТ 2010 Г., В СИЛА ОТ 10.12.2010 Г.) ОТ 2008 Г.","https://www.ciela.net/svobodna-zona-normativi/view/2135603507/zakon-za-predotvratyavane-i-ustanovyavane-na-konflikt-na-interesi-(zagl-izm---dv-br-97-ot-2010-g-v-sila-ot-10122010-g)-ot-2008-g"
"ЗАКОН ЗА ГОРИТЕ","https://www.ciela.net/svobodna-zona-normativi/view/2135721295/zakon-za-gorite"
"ЗАКОН ЗА ГЕНЕТИЧНО МОДИФИЦИРАНИ ОРГАНИЗМИ","https://www.ciela.net/svobodna-zona-normativi/view/2135501153/zakon-za-genetichno-modifitsirani-organizmi"
"ЗАКОН ЗА ВОЕННОИНВАЛИДИТЕ И ВОЕННОПОСТРАДАЛИТЕ","https://www.ciela.net/svobodna-zona-normativi/view/2135501152/zakon-za-voennoinvalidite-i-voennopostradalite"
"ЗАКОН ЗА ЗАЩИТА ОТ ДОМАШНОТО НАСИЛИЕ (ЗАГЛ. ИЗМ. - ДВ, БР. 102 ОТ 2009 Г., В СИЛА ОТ 22.12.2009 Г.)","https://www.ciela.net/svobodna-zona-normativi/view/2135501151/zakon-za-zashtita-ot-domashnoto-nasilie-(zagl-izm---dv-br-102-ot-2009-g-v-sila-ot-22122009-g)"
"ЗАКОН ЗА ВЪЗСТАНОВЯВАНЕ СОБСТВЕНОСТТА ВЪРХУ ОДЪРЖАВЕНИ НЕДВИЖИМИ ИМОТИ","https://www.ciela.net/svobodna-zona-normativi/view/2132811266/zakon-za-vazstanovyavane-sobstvenostta-varhu-odarzhaveni-nedvizhimi-imoti"
"ЗАКОН ЗА АМНИСТИЯ ОТ 1947 Г.","https://www.ciela.net/svobodna-zona-normativi/view/2121082368/zakon-za-amnistiya-ot-1947-g"
"ЗАКОН ЗА РЕГИСТЪР БУЛСТАТ","https://www.ciela.net/svobodna-zona-normativi/view/2135503074/zakon-za-registar-bulstat"
"ЗАКОН ЗА АКЦИЗИТЕ И ДАНЪЧНИТЕ СКЛАДОВЕ","https://www.ciela.net/svobodna-zona-normativi/view/2135512728/zakon-za-aktsizite-i-danachnite-skladove"
"ТЪРГОВСКИ ЗАКОН","https://www.ciela.net/svobodna-zona-normativi/view/-14917630/targovski-zakon"
"ЗАКОН ЗА ИНТЕГРАЦИЯ НА ХОРАТА С УВРЕЖДАНИЯ ОТ 2004 Г.","https://www.ciela.net/svobodna-zona-normativi/view/2135491478/zakon-za-integratsiya-na-horata-s-uvrezhdaniya-ot-2004-g"
"ЗАКОН ЗА ЕНЕРГИЙНАТА ЕФЕКТИВНОСТ ОТ 2008 Г.","https://www.ciela.net/svobodna-zona-normativi/view/2135605212/zakon-za-energiynata-efektivnost-ot-2008-g"
"ЗАКОН ЗА ВИСШЕТО ОБРАЗОВАНИЕ","https://www.ciela.net/svobodna-zona-normativi/view/2133647361/zakon-za-vissheto-obrazovanie"
"ЗАКОН ЗА ЗАЩИТА ОТ ВРЕДНОТО ВЪЗДЕЙСТВИЕ НА ХИМИЧНИТЕ ВЕЩЕСТВА И СМЕСИ (ЗАГЛ. ИЗМ. - ДВ, БР. 114 ОТ 2003 Г., В СИЛА ОТ 31.01.2004 Г., ИЗМ. - ДВ, БР. 63 ОТ 2010 Г., В СИЛА ОТ 13.08.2010 Г.)","https://www.ciela.net/svobodna-zona-normativi/view/2134906371/zakon-za-zashtita-ot-vrednoto-vazdeystvie-na-himichnite-veshtestva-i-smesi-(zagl-izm---dv-br-114-ot-2003-g-v-sila-ot-31012004-g-izm---dv-br-63-ot-2010-g-v-sila-ot-13082010-g)"
